LCSC,Type,MPN,Manufacturer,Category,Subcategory,Package,Description,Stock,Unit_Price,Process,Min_Qty
C20617920,Preferred,H12VND3B,hongjiacheng,,,SOD-323,-55℃~+155℃ 1.26kW@8/20us 12V 16.5V 1uA 35A@8/20us 36V 50pF Bidirectional ESD IEC 61000-4-2、IEC 61000-4-5 SOD-323 ESD and,60315,$0.0206,SMT,20
C20615817,Preferred,H3V3LD5B,hongjiacheng,,,SOD-523,-55℃~+125℃ 100W@8/20us 12.5pF 12V 200nA 3.3V 6.5V 8A@8/20us Bidirectional ESD IEC 61000-4-2、IEC 61000-4-5 SOD-523 ESD an,485217,$0.0151,SMT,20
C20615818,Preferred,H5VND5B,hongjiacheng,,,SOD-523,-55℃~+155℃ 120W@8/20us 15V 200nA 20pF 5V 8A@8/20us 8V Bidirectional ESD IEC 61000-4-2、IEC 61000-4-5 SOD-523 ESD and Surg,171271,$0.0157,SMT,20
C20615819,Preferred,H5VND5UB,hongjiacheng,,,SOD-523,-55℃~+125℃ 165W@8/20us 18.6V 1uA 5V 6A@8/20us 6V 80pF ESD IEC 61000-4-2、IEC 61000-4-5 Unidirectional SOD-523 ESD and Sur,6546,$0.0146,SMT,20
C20615820,Preferred,H5VUD5BB,hongjiacheng,,,SOD-523,-55℃~+125℃ 0.3pF 10V 125W@8/20us 200nA 25V 5A@8/20us 5V Bidirectional ESD IEC 61000-4-2、IEC 61000-4-5 SOD-523 ESD and Su,212441,$0.0316,SMT,20
C20615821,Preferred,H7VND5U,hongjiacheng,,,SOD-523,-55℃~+125℃ 175W@8/20us 1uA 22V 65pF 7V 8A@8/20us 9.5V ESD IEC 61000-4-2、IEC 61000-4-5 Unidirectional SOD-523 ESD and Sur,23202,$0.0134,SMT,20
C20615822,Preferred,H36VND5U,hongjiacheng,,,SOD-523,-55℃~+125℃ 200nA 260W@8/20us 30pF 36V 45V 4A@8/20us 65V ESD IEC 61000-4-2、IEC 61000-4-5 Unidirectional SOD-523 ESD and S,19576,$0.0194,SMT,20
C20617921,Preferred,H5VUD5U,hongjiacheng,,,SOD-523,-55℃~+125℃ 0.8pF 15V 200nA 5A@8/20us 5V 75W@8/20us 9V ESD IEC 61000-4-2、IEC 61000-4-5 Unidirectional SOD-523 ESD and Sur,2713,$0.0188,SMT,20
C20617922,Preferred,H12VND5U,hongjiacheng,,,SOD-523,100nA 12V 15A@8/20us 16V 24V 360W@8/20us 90pF ESD IEC 61000-4-2、IEC 61000-4-5 Unidirectional SOD-523 ESD and Surge Prote,164730,$0.0194,SMT,20
C20615823,Preferred,H5VHT2U,hongjiacheng,,,SOT-23,-55℃~+125℃ 14V 180pF 200nA 25A@8/20us 350W@8/20us 5V 9V ESD IEC 61000-4-2、IEC 61000-4-5 Unidirectional SOT-23 ESD and Su,10962,$0.0271,SMT,10
C20615824,Preferred,H5VUT2U,hongjiacheng,,,SOT-23,-55℃~+125℃ 0.3pF、0.6pF 16V 200nA 5A@8/20us 5V 80W@8/20us 9V ESD IEC 61000-4-2、IEC 61000-4-5 Unidirectional SOT-23 ESD an,40882,$0.0280,SMT,10
C20615825,Preferred,H8VNT2B,hongjiacheng,,,SOT-23,-55℃~+125℃ 12V 1uA 20A@8/20us 25V 500W@8/20us 60pF 8V Bidirectional ESD IEC 61000-4-2、IEC 61000-4-5 SOT-23 ESD and Surge,62762,$0.0403,SMT,5
C20615826,Preferred,H12VNT2U,hongjiacheng,,,SOT-23,-55℃~+125℃ 1.26kW@8/20us 12V 16V 1uA 35A@8/20us 36V 60pF ESD IEC 61000-4-2、IEC 61000-4-5 Unidirectional SOT-23 ESD and S,14795,$0.0172,SMT,10
C20615827,Preferred,H24VNT2B,hongjiacheng,,,SOT-23,-55℃~+125℃ 1uA 24V 30V 36pF 385W@8/20us 55V 7A@8/20us Bidirectional ESD IEC 61000-4-2、IEC 61000-4-5 SOT-23 ESD and Surge,18806,$0.0418,SMT,5
C20617923,Preferred,H3V3HT2B,hongjiacheng,,,SOT-23,-55℃~+125℃ 100pF 15V 1uA 25A@8/20us 3.3V 350W@8/20us 7V Bidirectional ESD IEC 61000-4-2、IEC 61000-4-5 SOT-23 ESD and Sur,43917,$0.0262,SMT,5
C20617925,Preferred,H5VNT2B,hongjiacheng,,,SOT-23,-55℃~+125℃ 100nA 12V 20pF 5V 8A@8/20us 8V 95W@8/20us Bidirectional ESD IEC 61000-4-2、IEC 61000-4-5 SOT-23 ESD and Surge ,119431,$0.0299,SMT,10
C20617926,Preferred,H5VHT2B,hongjiacheng,,,SOT-23,-55℃~+125℃ 16.7V 185pF 200nA 25A@8/20us 415W@8/20us 5V 8V Bidirectional ESD IEC 61000-4-2、IEC 61000-4-5 SOT-23 ESD and S,5864,$0.0428,SMT,5
C20617927,Preferred,H12VNT2B,hongjiacheng,,,SOT-23,-55℃~+125℃ 1.26kW@8/20us 12V 16.5V 1uA 35A@8/20us 36V 60pF Bidirectional ESD IEC 61000-4-2、IEC 61000-4-5 SOT-23 ESD and ,5070,$0.0351,SMT,5
C20617928,Preferred,H15VNT2B,hongjiacheng,,,SOT-23,-55℃~+125℃ 15V 19V 200nA 25pF 300W@8/20us 38.5V 8A@8/20us Bidirectional ESD IEC 61000-4-2、IEC 61000-4-5 SOT-23 ESD and S,12021,$0.0427,SMT,5
C20615829,Preferred,SRV05-4A,hongjiacheng,,,SOT-23-6L,-55℃~+155℃ 0.5pF、1pF 15V 4A@8/20us 5V 5uA 6V 80W@8/20us ESD IEC 61000-4-2、IEC 61000-4-5 Unidirectional SOT-23-6L ESD and,44549,$0.0289,SMT,5
C20615830,Preferred,H5VUT3UA,hongjiacheng,,,SOT-363,-55℃~+125℃ 0.4pF、0.8pF 15V 500nA 5A@8/20us 5V 6V 75W@8/20us ESD IEC 61000-4-2、IEC 61000-4-5 Unidirectional SOT-363 ESD a,17345,$0.0612,SMT,5
C7420323,Preferred,2SA812,hongjiacheng,,,SOT-23,,31600,$0.0093,SMT,10
C7420324,Preferred,2SC1623,hongjiacheng,,,SOT-23,,56729,$0.0102,SMT,10
C28646266,Preferred,2SC3356,hongjiacheng,,,SOT-23,,18742,$0.0268,SMT,10
C28646275,Preferred,FMMT493,hongjiacheng,,,SOT-23,,63341,$0.0418,SMT,5
C28646267,Preferred,2SC4672,hongjiacheng,,,SOT-89,,9373,$0.0547,SMT,5
C28646276,Preferred,2SC2884,hongjiacheng,,,SOT-89,,5051,$0.0316,SMT,5
C7420347,Preferred,HL2310A,hongjiacheng,,,SOT-23,,43884,$0.0351,SMT,5
C22469449,Preferred,HL3401,hongjiacheng,,,SOT-23,,179476,$0.0307,SMT,10
C28646261,Preferred,HL2305,hongjiacheng,,,SOT-23,,35556,$0.0361,SMT,10
C28646262,Preferred,HL2306,hongjiacheng,,,SOT-23,,17485,$0.0197,SMT,10
C28646264,Preferred,HL6042,hongjiacheng,,,SOT-23,,509419,$0.0357,SMT,10
C28646268,Preferred,HL2302,hongjiacheng,,,SOT-23,,56031,$0.0207,SMT,10
C28646270,Preferred,HL3415A,hongjiacheng,,,SOT-23,,49872,$0.0363,SMT,5
C28646271,Preferred,HL3402,hongjiacheng,,,SOT-23,,2800,$0.0356,SMT,5
C28646273,Preferred,HL3416,hongjiacheng,,,SOT-23,,7524,$0.0446,SMT,5
C28646274,Preferred,HL2307,hongjiacheng,,,SOT-23,,75398,$0.0313,SMT,5
C28646265,Preferred,BSS138W,hongjiacheng,,,SOT-323,,483815,$0.0204,SMT,10
C20069125,Preferred,S8050,hongjiacheng,,,SOT-23,-55℃~+150℃ 1 NPN 100MHz 100nA 120 25V 300mW 500mA 5V 600mV NPN SOT-23 Bipolar (BJT) ROHS,1322651,$0.0087,SMT,10
C20069126,Preferred,S8550,hongjiacheng,,,SOT-23,-55℃~+150℃ 1 PNP 100nA 120 150MHz 25V 300mW 500mA 500mV 5V PNP SOT-23 Bipolar (BJT) ROHS,681339,$0.0093,SMT,10
C20069127,Preferred,S9013,hongjiacheng,,,SOT-23,-55℃~+150℃ 1 NPN 100nA 120 150MHz 25V 300mW 500mA 5V 600mV NPN SOT-23 Bipolar (BJT) ROHS,148977,$0.0116,SMT,10
C20069129,Preferred,S9012,hongjiacheng,,,SOT-23,-55℃~+150℃ 1 PNP 100nA 120 150MHz 25V 300mW 500mA 5V 600mV PNP SOT-23 Bipolar (BJT) ROHS,451636,$0.0115,SMT,10
C20069130,Preferred,S9014,hongjiacheng,,,SOT-23,-55℃~+150℃ 1 NPN 100mA 100nA 150MHz 200 200mW 300mV 45V 5V NPN SOT-23 Bipolar (BJT) ROHS,903960,$0.0093,SMT,10
C20069131,Preferred,S9015,hongjiacheng,,,SOT-23,-55℃~+150℃ 1 PNP 100mA 100nA 150MHz 200 200mW 300mV 45V 5V PNP SOT-23 Bipolar (BJT) ROHS,58350,$0.0090,SMT,10
C20069132,Preferred,BC817-16,hongjiacheng,,,SOT-23,-55℃~+150℃ 1 NPN 100 100MHz 100nA 300mW 45V 500mA 5V 700mV NPN SOT-23 Bipolar (BJT) ROHS,22914,$0.0173,SMT,10
C20069134,Preferred,BC846B,hongjiacheng,,,SOT-23,-55℃~+150℃ 1 NPN 100MHz 100mA 100nA 200 200mW 500mV 65V 6V NPN SOT-23 Bipolar (BJT) ROHS,27742,$0.0107,SMT,10
C20069135,Preferred,BC847B,hongjiacheng,,,SOT-23,-55℃~+150℃ 1 NPN 100MHz 100mA 100nA 200 200mW 45V 500mV 6V NPN SOT-23 Bipolar (BJT) ROHS,53931,$0.0108,SMT,10
C20069136,Preferred,BC856B,hongjiacheng,,,SOT-23,-55℃~+150℃ 1 PNP 100MHz 100mA 100nA 200mW 220 500mV 5V 65V PNP SOT-23 Bipolar (BJT) ROHS,2565,$0.0108,SMT,10
C20069137,Preferred,BC857C,hongjiacheng,,,SOT-23,-55℃~+150℃ 1 PNP 100MHz 100mA 100nA 200mW 420 45V 500mV 5V PNP SOT-23 Bipolar (BJT) ROHS,66513,$0.0090,SMT,10
C20069138,Preferred,MMBTA42,hongjiacheng,,,SOT-23,-55℃~+150℃ 1 NPN 100 100nA 200mV 300V 350mW 500mA 50MHz 5V NPN SOT-23 Bipolar (BJT) ROHS,67024,$0.0249,SMT,10
C20069139,Preferred,MMBTA06,hongjiacheng,,,SOT-23,1 NPN 100 100MHz 100nA 200mV 300mW 4V 500mA 80V NPN SOT-23 Bipolar (BJT) ROHS,33077,$0.0236,SMT,10
C20069140,Preferred,MMBT4403,hongjiacheng,,,SOT-23,-55℃~+150℃ 1 PNP 100 100nA 200MHz 300mW 400mV 40V 5V 600mA PNP SOT-23 Bipolar (BJT) ROHS,35861,$0.0130,SMT,10
C20069141,Preferred,MMBTA44,hongjiacheng,,,SOT-23,-55℃~+150℃ 1 NPN 100nA 200mA 200mV 350mW 400V 50 50MHz 6V NPN SOT-23 Bipolar (BJT) ROHS,3149,$0.0434,SMT,5
C20069142,Preferred,BC807-40,hongjiacheng,,,SOT-23,-55℃~+150℃ 1 PNP 100MHz 100nA 300mW 40 45V 500mA 5V 700mV PNP SOT-23 Bipolar (BJT) ROHS,154280,$0.0190,SMT,10
C20069143,Preferred,2SC1815,hongjiacheng,,,SOT-23,-55℃~+150℃ 1 NPN 100nA 130 150mA 200mW 250mV 50V 5V 80MHz NPN SOT-23 Bipolar (BJT) ROHS,437810,$0.0097,SMT,10
C20069146,Preferred,MMBTA92,hongjiacheng,,,SOT-23,-55℃~+150℃ 1 PNP 100nA 200mV 300V 350mW 500mA 50MHz 5V 60 PNP SOT-23 Bipolar (BJT) ROHS,81810,$0.0261,SMT,10
C20069147,Preferred,MMBTA56,hongjiacheng,,,SOT-23,-55℃~+150℃ 1 PNP 100 100nA 225mW 250mV 4V 500mA 50MHz 80V PNP SOT-23 Bipolar (BJT) ROHS,38111,$0.0256,SMT,10
C20069154,Preferred,BC817-25,hongjiacheng,,,SOT-23,-55℃~+150℃ 1 NPN 100 100MHz 100nA 300mW 45V 500mA 5V 700mV NPN SOT-23 Bipolar (BJT) ROHS,32688,$0.0184,SMT,10
C20069128,Preferred,D882,hongjiacheng,,,SOT-89,-55℃~+150℃ 1 NPN 1uA 30V 3A 500mV 500mW 50MHz 60 6V NPN SOT-89 Bipolar (BJT) ROHS,11517,$0.0606,SMT,5
C20069133,Preferred,BCX56-16,hongjiacheng,,,SOT-89,-55℃~+150℃ 1 NPN 100nA 130MHz 1A 40 500mV 500mW 5V 80V NPN SOT-89 Bipolar (BJT) ROHS,49093,$0.0596,SMT,5
C20069144,Preferred,2SA1213,hongjiacheng,,,SOT-89,-55℃~+150℃ 1 PNP 100nA 120MHz 2A 500mV 500mW 50V 5V 70 PNP SOT-89 Bipolar (BJT) ROHS,3718,$0.0593,SMT,5
C20069145,Preferred,2SC2873,hongjiacheng,,,SOT-89,-55℃~+150℃ 1 NPN 100nA 120MHz 2A 500mV 500mW 50V 5V 70 NPN SOT-89 Bipolar (BJT) ROHS,15791,$0.0606,SMT,5
C20069148,Preferred,2SK3018,hongjiacheng,,,SOT-23,-55℃~+150℃ 1 N-channel 1.5V 100mA 13pF 200mW 30V 4pF 8Ω@4V、13Ω@2.5V 9pF N-Channel SOT-23 MOSFETs ROHS,119703,$0.0216,SMT,10
C20069151,Preferred,FDV301N,hongjiacheng,,,SOT-23,-55℃~+150℃ 1 N-channel 1.3pF 220mA 25V 350mW 490pC@4.5V 4Ω@4.5V、5Ω@2.7V 6pF 800mV 9.5pF N-Channel SOT-23 MOSFETs ROHS,51920,$0.0396,SMT,5
C22379475,Preferred,2N7002K,hongjiacheng,,,SOT-23,-55℃~+150℃ 1 N-channel 1.3V 10pF 340mA 350mW 40pF 60V 900mΩ@10V、1.1Ω@4.5V N-Channel SOT-23 MOSFETs ROHS,493312,$0.0147,SMT,10
C20069150,Preferred,HJ8205,hongjiacheng,,,SOT-23-6L,-55℃~+150℃ 1.25W 138pF 164pF 1V 2 N-Channel 20V 30mΩ@4V、46mΩ@2.5V 4.3A 550pF 6.2nC@4.5V N-Channel SOT-23-6L MOSFETs ROHS,63201,$0.0464,SMT,5
C20069149,Preferred,2SK3018W,hongjiacheng,,,SOT-323,-55℃~+150℃ 1 N-channel 1.5V 100mA 13pF 200mW 30V 4pF 8Ω@4V、13Ω@2.5V 9pF N-Channel SOT-323 MOSFETs ROHS,174390,$0.0230,SMT,10
C1527,Preferred,0402B151K500NT,FH(Guangdong Fenghua Advanced Tech),Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0402,150pF 50V X7R ±10% 0402 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,234707,$0.0010,SMT,20
C1531,Preferred,0402B222K500NT,FH(Guangdong Fenghua Advanced Tech),Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0402,2.2nF 50V X7R ±10% 0402 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,804486,$0.0011,SMT,20
C1537,Preferred,0402B471K500NT,FH(Guangdong Fenghua Advanced Tech),Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0402,470pF 50V X7R ±10% 0402 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,521947,$0.0011,SMT,20
C1542,Preferred,0402B682K500NT,FH(Guangdong Fenghua Advanced Tech),Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0402,50V 6.8nF X7R ±10% 0402 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,128063,$0.0011,SMT,20
C1550,Preferred,0402CG1R0C500NT,FH(Guangdong Fenghua Advanced Tech),Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0402,1pF 50V C0G 0402 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,253701,$0.0011,SMT,20
C1552,Preferred,0402CG1R5C500NT,FH(Guangdong Fenghua Advanced Tech),Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0402,1.5pF 50V C0G 0402 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,207342,$0.0011,SMT,20
C1557,Preferred,0402CG270J500NT,FH(Guangdong Fenghua Advanced Tech),Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0402,27pF 50V C0G ±5% 0402 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,64524,$0.0012,SMT,20
C1559,Preferred,0402CG2R2C500NT,FH(Guangdong Fenghua Advanced Tech),Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0402,2.2pF 50V C0G 0402 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,193839,$0.0011,SMT,20
C1561,Preferred,0402CG2R7C500NT,FH(Guangdong Fenghua Advanced Tech),Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0402,2.7pF 50V C0G 0402 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,20219,$0.0011,SMT,20
C1565,Preferred,0402CG3R3C500NT,FH(Guangdong Fenghua Advanced Tech),Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0402,3.3pF 50V C0G 0402 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,179536,$0.0010,SMT,20
C1569,Preferred,0402CG4R7C500NT,FH(Guangdong Fenghua Advanced Tech),Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0402,4.7pF 50V C0G 0402 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,844963,$0.0011,SMT,20
C1570,Preferred,0402CG300J500NT,FH(Guangdong Fenghua Advanced Tech),Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0402,30pF 50V C0G ±5% 0402 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,423834,$0.0011,SMT,20
C1576,Preferred,0402CG6R8C500NT,FH(Guangdong Fenghua Advanced Tech),Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0402,50V 6.8pF C0G 0402 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,295042,$0.0011,SMT,20
C13533,Preferred,CL05C331JB5NNNC,Samsung Electro-Mechanics,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0402,330pF 50V C0G ±5% 0402 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,436182,$0.0028,SMT,20
C14441,Preferred,CL05C680JB5NNNC,Samsung Electro-Mechanics,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0402,50V 68pF C0G ±5% 0402 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,83539,$0.0043,SMT,20
C26404,Preferred,CL05B332KB5NNNC,Samsung Electro-Mechanics,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0402,3.3nF 50V X7R ±10% 0402 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,256975,$0.0031,SMT,20
C47339,Preferred,CL05A474KP5NNNC,Samsung Electro-Mechanics,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0402,10V 470nF X5R ±10% 0402 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,867282,$0.0050,SMT,20
C1595,Preferred,0603B152K500NT,FH(Guangdong Fenghua Advanced Tech),Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0603,1.5nF 50V X7R ±10% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,135618,$0.0027,SMT,20
C1596,Preferred,0603B153K500NT,FH(Guangdong Fenghua Advanced Tech),Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0603,15nF 50V X7R ±10% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,75253,$0.0043,SMT,20
C1600,Preferred,0603B201K500NT,FH(Guangdong Fenghua Advanced Tech),Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0603,200pF 50V X7R ±10% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,74734,$0.0040,SMT,20
C1609,Preferred,0603B272K500NT,FH(Guangdong Fenghua Advanced Tech),Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0603,2.7nF 50V X7R ±10% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,62951,$0.0030,SMT,20
C1615,Preferred,0603B334K250NT,FH(Guangdong Fenghua Advanced Tech),Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0603,25V 330nF X7R ±10% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,86265,$0.0120,SMT,20
C1630,Preferred,0603B681K500NT,FH(Guangdong Fenghua Advanced Tech),Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0603,50V 680pF X7R ±10% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,355735,$0.0029,SMT,20
C1669,Preferred,0603CG4R7C500NT,FH(Guangdong Fenghua Advanced Tech),Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0603,4.7pF 50V C0G 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,290476,$0.0031,SMT,20
C1679,Preferred,0603CG6R8C500NT,FH(Guangdong Fenghua Advanced Tech),Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0603,50V 6.8pF C0G 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,1445998,$0.0016,SMT,20
C1685,Preferred,0603CG8R2C500NT,FH(Guangdong Fenghua Advanced Tech),Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0603,50V 8.2pF C0G 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,90100,$0.0031,SMT,20
C28262,Preferred,CL10C680JB8NNNC,Samsung Electro-Mechanics,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0603,50V 68pF C0G ±5% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,284332,$0.0040,SMT,20
C31658,Preferred,CL10B683KB8NNNC,Samsung Electro-Mechanics,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0603,50V 68nF X7R ±10% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,198926,$0.0085,SMT,20
C37474,Preferred,0603CG6R0C500NT,FH(Guangdong Fenghua Advanced Tech),Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0603,50V 6pF C0G 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,336361,$0.0031,SMT,20
C39148,Preferred,CL10C560JB8NNNC,Samsung Electro-Mechanics,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0603,50V 56pF C0G ±5% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,34381,$0.0097,SMT,20
C46219,Preferred,0603CG3R0C500NT,FH(Guangdong Fenghua Advanced Tech),Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0603,3pF 50V C0G 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,219986,$0.0028,SMT,20
C107045,Preferred,CC0603JRNPO9BN270,YAGEO,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0603,27pF 50V NP0 ±5% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,771571,$0.0029,SMT,20
C1716,Preferred,0805B151K500NT,FH(Guangdong Fenghua Advanced Tech),Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0805,150pF 50V X7R ±10% 0805 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,83790,$0.0045,SMT,20
C1717,Preferred,0805B152K500NT,FH(Guangdong Fenghua Advanced Tech),Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0805,1.5nF 50V X7R ±10% 0805 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,62443,$0.0051,SMT,20
C1740,Preferred,0805B334K500NT,FH(Guangdong Fenghua Advanced Tech),Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0805,330nF 50V X7R ±10% 0805 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,131619,$0.0120,SMT,20
C1755,Preferred,0805B682K500NT,FH(Guangdong Fenghua Advanced Tech),Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0805,50V 6.8nF X7R ±10% 0805 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,138017,$0.0050,SMT,20
C1792,Preferred,0805CG120J500NT,FH(Guangdong Fenghua Advanced Tech),Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0805,12pF 50V C0G ±5% 0805 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,201396,$0.0046,SMT,20
C1797,Preferred,0805CG180J500NT,FH(Guangdong Fenghua Advanced Tech),Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0805,18pF 50V C0G ±5% 0805 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,39688,$0.0041,SMT,20
C107110,Preferred,CC0805JRNPO9BN150,YAGEO,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0805,15pF 50V NP0 ±5% 0805 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,91287,$0.0058,SMT,20
C107114,Preferred,CC0805JRNPO9BN300,YAGEO,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0805,30pF 50V NP0 ±5% 0805 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,26242,$0.0069,SMT,20
C107115,Preferred,CC0805JRNPO9BN330,YAGEO,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0805,33pF 50V NP0 ±5% 0805 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,408690,$0.0060,SMT,20
C1857,Preferred,1206B224K500NT,FH(Guangdong Fenghua Advanced Tech),Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,1206,220nF 50V X7R ±10% 1206 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,56150,$0.0212,SMT,15
C5672,Preferred,CL31A226KPHNNNE,Samsung Electro-Mechanics,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,1206,10V 22uF X5R ±10% 1206 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,353992,$0.0397,SMT,5
C35216,Preferred,CL31B102KGFNNNE,Samsung Electro-Mechanics,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,1206,1nF 500V X7R ±10% 1206 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,892,$0.0373,SMT,5
C22395515,Preferred,H12VS06B,hongjiacheng,Circuit Protection,ESD and Surge Protection (TVS/ESD),DFN0603-2L,,11965,$0.0181,SMT,20
C22395519,Preferred,H5VU10U,hongjiacheng,Circuit Protection,ESD and Surge Protection (TVS/ESD),DFN1006-2L,,12133,$0.0153,SMT,20
C42413893,Preferred,H5VL10BH,hongjiacheng,Circuit Protection,ESD and Surge Protection (TVS/ESD),DFN1006-2L,,20675,$0.0206,SMT,5
C41376097,Preferred,SMBJ14CA,hongjiacheng,Circuit Protection,ESD and Surge Protection (TVS/ESD),DO-214AA(SMB),,7423,$0.0446,SMT,5
C41376098,Preferred,SMBJ43CA,hongjiacheng,Circuit Protection,ESD and Surge Protection (TVS/ESD),DO-214AA(SMB),,4745,$0.0424,SMT,5
C41376099,Preferred,SMBJ64CA,hongjiacheng,Circuit Protection,ESD and Surge Protection (TVS/ESD),DO-214AA(SMB),,31616,$0.0424,SMT,5
C41376100,Preferred,SMBJ8.0CA,hongjiacheng,Circuit Protection,ESD and Surge Protection (TVS/ESD),DO-214AA(SMB),,16200,$0.0332,SMT,5
C41376101,Preferred,SMBJ51CA,hongjiacheng,Circuit Protection,ESD and Surge Protection (TVS/ESD),DO-214AA(SMB),,10080,$0.0304,SMT,5
